"param","base","lo","hi"
"os_pembro_shape",1.4792,1.10989722592943,1.97138310546523
"os_pembro_scale",23.5285,19.7686960419341,28.0033802470179
"os_placebo_shape",1.4219,1.0734565687901,1.88344798362804
"os_placebo_scale",18.584,16.4662522158752,20.9741142958464
"pfs_pembro_shape",1.11133,0.796858825654934,1.54990360793823
"pfs_pembro_scale",11.5427,9.76939381340834,13.6378905216349
"pfs_placebo_shape",1.49448,1.12190204840846,1.99078919016898
"pfs_placebo_scale",9.20112,7.87817025287814,10.7462274280593
