"incr_cost","incr_qaly","icer"
182564.243044112,0.193411898178933,943914.230525852
168999.74132671,0.201802090708112,837452.876398351
192523.855815815,-0.0113735660652544,-16927307.9974419
197554.770257618,0.208653637731566,946807.217958854
151712.267552694,0.14995897815324,1011691.79345609
193761.493376666,0.140807024145086,1376078.32104325
185455.215115769,0.158913820830433,1167017.5328152
188869.947005226,0.157783956982218,1197016.16449201
165463.395677998,0.0681079262187344,2429429.36107904
181899.252285538,0.37129147300734,489909.587236716
171730.117512933,0.235662821578026,728711.115156002
186753.511692254,0.125271432266046,1490790.9035129
198536.553141358,0.144133148837055,1377452.40940936
177546.222808273,0.198944125458179,892442.651419712
178359.465386538,0.205983763537225,865890.895105937
165635.522262583,0.266134880438315,622374.34638326
196780.730442331,0.177085673445249,1111217.67568155
208579.448443711,0.0824502807918449,2529760.3166482
190509.906900815,0.172774784416758,1102648.78954372
192728.918222722,0.236873405894232,813636.792594517
206652.858015934,0.354624530878366,582737.064195975
195730.499550296,0.263807341096207,741944.855427338
204670.463089447,0.0832303016030783,2459085.92360401
186594.883753562,0.147529293724777,1264798.86836348
181428.243830282,0.186280604784988,973951.335619147
192126.148885984,0.170831800315572,1124650.96387837
168255.720341677,0.211437225481347,795771.510710259
189458.463939078,0.130621005145104,1450444.08231749
211584.387294666,0.175795577024698,1203581.97217294
189759.63868206,0.147339711247598,1287905.59636143
213025.843655356,0.127898308611615,1665587.65293954
205651.572460935,0.0805528050217539,2553003.24309498
203984.43942091,0.183154934355747,1113726.14741957
175681.69886981,0.0801427457568402,2192109.80620558
185413.415261626,0.192459364386694,963389.938715005
194459.492821855,0.125600679899493,1548235.98867031
210913.668037392,0.164462570458118,1282441.75832764
204246.304936435,0.229213512690563,891074.450798922
210841.838189912,0.311946250562686,675891.560836514
173005.788028325,0.201886407319356,856946.192294432
191401.250948668,0.157545434936864,1214895.56981052
220969.306154833,0.329755265227931,670100.918637633
189301.231832757,0.0594417440610147,3184651.37292148
202500.093389411,0.509341210299279,397572.568829501
172125.759611645,0.177021442393454,972344.125572501
201134.537709201,0.261344346811847,769615.031520107
182032.807632936,0.397264428277942,458215.724025456
173850.489569271,0.151222701126905,1149632.21972458
194763.271607327,0.199851218314936,974541.327541013
195088.499010731,0.207488633528183,940237.04187262
202731.501091708,0.1596142055643,1270134.44934285
197484.483482273,0.254853471585835,774894.22550699
186802.715273877,0.0869901827368126,2147399.96395968
177625.122143324,0.219567318589321,808977.963043551
184818.256610082,0.316130902543908,584625.720303986
218232.463159644,0.175753616975177,1241695.43088531
193630.898059945,0.193113227230931,1002680.65961321
167778.204478628,0.13975941006652,1200478.76846913
180096.809314092,0.149350537220519,1205866.4981444
168366.597674753,0.233385327411301,721410.379745239
214802.709150858,0.254560125719892,843819.150950682
180173.353060443,0.166990504360301,1078943.70252154
197183.968934813,0.205875238321643,957783.80412485
206884.579587328,0.259691294238197,796655.814721177
173792.985311817,0.146517639099883,1186157.42363512
188327.895215552,0.100241992285651,1878732.56428194
187466.786867407,0.246410623513351,760790.197250767
194392.745273433,0.29107371889843,667847.121372256
181486.84993243,0.17912996172761,1013157.42035609
197683.515300948,0.280600753349967,704501.014130909
175214.767645496,0.238086565673012,735928.829710349
204837.047383578,0.24584513254377,833195.456278187
196052.20206003,0.36878965371541,531609.821709699
200860.496087112,0.126385374944206,1589270.08900978
190095.256916026,0.0878012752760566,2165062.59525668
195427.151852671,0.177038903071594,1103865.5824344
192452.382304905,0.10115024212292,1902638.869327
172205.794899882,0.110112591119405,1563906.48107757
188411.49356043,0.112303634666683,1677697.20116036
204253.399893352,0.0871523726648579,2343635.56203803
174631.57575801,0.231763580019274,753490.154680418
198575.409716969,-0.0258187333920187,-7691136.76886854
178039.942759492,0.366422316253079,485887.280502109
198865.57308237,0.17546246605217,1133379.56291599
184966.201816156,0.144968557964506,1275905.64749525
163344.430562392,0.243042377742966,672082.095638233
223246.712253551,0.206261296783784,1082349.01910644
209711.961196287,0.120493137422356,1740447.3456542
185646.578690769,0.178941622225388,1037470.07757053
186394.09044019,0.161410005385381,1154786.4706104
175453.939939892,0.208134809324321,842982.202301851
178337.812387706,0.212883168756974,837726.220579209
186018.073155355,0.150920720996369,1232554.89323981
176048.676901977,0.154909763855244,1136459.5266344
177259.674272179,0.271175149377698,653672.2656149
201841.364083353,0.13468820272312,1498582.35541445
178109.340278043,0.18883663589944,943192.720150397
204250.73410277,0.104297256624006,1958351.93287105
164947.555612911,0.151718384102308,1087195.57348886
183200.320247591,0.11437448045845,1601758.7097512
216363.370142704,0.284989785199997,759196.930482497
196008.311976262,0.364230931680592,538142.960763555
183168.329840393,0.161267772294018,1135802.44356849
187467.310556567,0.0811844714479667,2309152.31956298
191178.408376344,0.322336474409606,593102.002267995
199380.756378872,0.175580034872757,1135554.82844826
193623.331262034,0.118506940810562,1633856.4639142
185875.466619933,0.0238753843720196,7785234.5211986
188498.425985431,0.14237800043216,1323929.43722542
177760.432778664,0.110524209556121,1608339.32667397
183558.085412767,0.206224185029291,890090.002715713
173288.349481142,0.0769006791841321,2253404.66845836
203575.752971882,0.275297190016628,739476.319971106
193403.027380582,0.131742972815705,1468032.96788462
181847.748218263,0.201641930058177,901834.99119353
185434.527381092,0.265488892657139,698464.352030606
176385.657411137,0.293209374561507,601568.956227683
209071.904753545,0.0867058881334942,2411276.89542438
212912.931535029,0.169349958229723,1257236.3982884
183733.673649962,0.157054925207785,1169868.90673362
188895.419837013,0.189660745877092,995964.763100876
199842.076022352,0.145702304907057,1371578.00042924
175561.415724431,0.153091111380574,1146777.32848902
191312.608501128,0.232650453886249,822317.79609881
176678.679549354,0.118102749064821,1495974.31853499
195353.981669938,0.101016020286282,1933891.09090123
185211.027406753,0.140553702519778,1317724.28677708
186850.97284522,0.0790502497097351,2363698.70470136
182335.40220066,0.33128467230026,550388.887401951
172854.541095391,0.271379268501129,636948.2166051
178856.947659583,0.211558771492616,845424.400972313
173056.852624981,0.219717734437484,787632.609939459
